X,Y,Name,Address,County,TELEPHONE,Email,Website,NAICS_Code,Infra_Type,Feedstock,State
-88.7188582731886,43.6420359267252,Aronson Recycling Co,"513 Fond du Lac St, Waupun, WI, 53963", , , , ,562920,MRF, ,WI
-83.3365600199143,33.9635300049388,Athens Recycling Information,"699 Hancock Indus Way, Athens, GA, 306051903",Clarke,(706) 548-9808, ,www.athensclarkecounty.com,562920,MRF, ,GA
-118.401875020192,34.2552540145142,Athens Services,"12303 Montague St, Pacoima, CA, 91331", , , , ,562920,MRF, ,CA
-82.1734680245507,39.3812830091367,"Athens-Hocking County Recycling Centers, Inc","5991 Industrial Park Rd, Athens, OH, 457018736", , , , ,562920,MRF, ,OH
-74.1926101722111,40.0639991529309,Atlantic Coast Recycling of Ocean LL,"611 New Hampshire Ave, Lakewood, NJ, 08701", , , , ,562920,MRF, ,NJ
-83.2059660289464,33.1189530124511,"Attaway Recycling, LLC","150 Dundee Dr, Milledgeville, GA, 310617865",Baldwin,(478) 414-1675, ,www.attawayrecycling.com,562920,MRF, ,GA
-73.1712149983138,41.1812579916703,Automated Material Handling,"1300 Seaview Avenue, Bridgeport, CT, 06606", , , , ,562920,MRF, ,CT
-97.6260329958172,30.3266510089518,"Balcones Recycling, Inc.","9301 Johnny Morris Rd, Austin, TX, 787241523", , , , ,562920,MRF, ,TX
-76.6471713615728,39.4748701993621,Baltimore County MRF,"201 West Warren Road, Cockeysville, MD, 21030", , , , ,562920,MRF, ,MD
-92.0330482436528,45.3597828115646,Barron County Waste to Energy and Recycling Facility,"585 10 1/2 Ave, Almena, WI, 54805", , , , ,562920,MRF, ,WI
-74.3076780225651,40.5115780003889,Bayshore Recycling Corp.,"75 Crows Mill Rd, Keasbey, NJ, 08832", , , , ,562920,MRF, ,NJ
-104.82986496055,38.8907570200463,"Bestway Recycling, Inc.","4005 Interpark Dr Ste A, Colorado Springs, CO, 809074213",El Paso,(719) 203-3313, ,www.bestwaydisposal.com,562920,MRF, ,CO
-75.2211659938195,39.9327800096631,BFI Philadelphia Transcycler Co,"2209 S 58th St, Philadelphia, PA, 191435935", , , , ,562920,MRF, ,PA
-122.425581990939,40.5831289852892,Big Foot Recycling Center,"3685 Eureka Way, Redding, CA, 960010177",Shasta,(530) 244-2165, ,www.bigfootrecycling.com,562920,MRF, ,CA
-86.7750959874946,33.5264140057967,"Birmingham Recycling & Recovery, LLC","9 41st St S, Birmingham, AL, 352221928",Jefferson,(205) 591-8201, ,www.birminghamrecyclingandrecovery.com,562920,MRF, ,AL
-122.381520002327,37.6487339835841,Blue Line Transfer Inc,"500 E Jamie Ct, South San Francisco, CA, 94080", , , , ,562920,MRF, ,CA
-105.208716003787,40.0182379968551,Boulder County Recycling Center,"1901 63rd St, Boulder, CO, 803012953",Boulder,(303) 449-1857, ,www.bouldercounty.org,562920,MRF, ,CO
-107.6633,37.813555,Bruin Waste Management,", Silverton, CO, 81433", , , , ,562920,MRF, ,CO
-93.3997759937308,44.703638010986,Buckingham Recycling Facility,"5980 Credit River Road SE, Prior Lake, MN, 55372", , , , ,562920,MRF, ,MN
-105.977902973992,35.6954070114045,Buckman Recycling Center,"2600 Buckman Road, Santa Fe, NM, 87507", , , , ,562920,MRF, ,NM
-78.8329515414466,42.8458079895219,Buffalo Recycling Enterprises LLC,"266 Hopkins St, Buffalo, NY, 142201821", , , , ,562920,MRF, ,NY
-118.308355025159,34.1755199870913,Burbank Recycle Center,"500 S Flower St, Burbank, CA, 91502", , , , ,562920,MRF, ,CA
-117.511718998436,34.0888379905787,"Burrtec Waste and Recycling Services, LLC","13373 NAPA St, Fontana, CA, 923352930",San Bernardino,(951) 360-9073, ,www.burrtec.com,562920,MRF, ,CA
-117.381554999101,34.0220359824701,Burrtec Waste Industries,"1850 Agua Mansa Rd, Riverside, CA, 92509", , , , ,562920,MRF, ,CA
-121.879807022344,37.3650499793538,California Waste Solutions Inc.,"1005 Timothy Dr, San Jose, CA, 951331043",Santa Clara,(510) 832-8111, ,www.calwaste.com,562920,MRF, ,CA
-122.302668002575,37.8108640051498,California Waste Solutions Inc.,"1819 10th St, Oakland, CA, 946071451",Alameda,(510) 836-6200, ,www.calwaste.com,562920,MRF, ,CA
-121.311908187956,38.27039694333,Cal-Waste Recovery Systems,"175 Enterprise Ct STE A, Galt, CA, 95632", , , , ,562920,MRF, ,CA
-77.6802607335524,43.1735154675197,Cascades New York Inc.,"1845 Emerson St, Rochester, NY, 146063123", , , , ,562920,MRF, ,NY
-71.8704448788755,42.192660003059,Casella Recycling - Auburn,"15 Hardscrabble Rd, Auburn, MA, 01501",Worcester,(508) 721-2700, ,www.republicservices.com,562920,MRF, ,MA
-71.0745402570229,42.378684651283,Casella Recycling - Boston,"24 Bunker Hill Industrial Park, Boston, MA, 021291621",Suffolk,(617) 242-7746, ,www.republicservices.com,562920,MRF, ,MA
-70.185783677821,44.0493879299841,Casella Recycling Materials Recovery Facility,"424 River Road, Lewiston, ME, 04240", , , , ,562920,MRF, ,ME
-72.9929449935411,43.6043059796115,"Casella Renewable Systems, LLC","25 Greens Hill Ln, Rutland, VT, 057013804", , , , ,562920,MRF, ,VT
-73.1320844499419,44.4625494911556,"Casella Waste Management, Inc.","357 Avenue, Williston, VT, 054957146", , , , ,562920,MRF, ,VT
-119.782513026047,36.7264790026129,"Cedar Avenue Recycling and Transfer Station, L.P.","253 Fulton St, Fresno, CA, 937213108",Fresno, , , ,562920,MRF, ,CA
-117.957059991526,34.1053889804079,Cedarwood-Young Company,"14620 Joanbridge St, Baldwin Park, CA, 917061750",Los Angeles,(626) 962-4047, ,www.allancompany.com,562920,MRF, ,CA
-80.0895211194127,32.953633089994,Charleston County MRF,"8099 Palmetto Commerce Parkway, North Charleston, SC, 29456", , , , ,562920,MRF, ,SC
-73.5194020222497,41.0794229810496,City Carting & Recycling Inc.,"8 Viaduct Rd Stamford, Stamford, CT, 06907",Fairfield,(888) 413-3344, ,www.citycarting.net,562920,MRF, ,CT
-118.229967969577,34.0150220058929,City Fibers,"2500 S. Sante Fe Ave, Los Angeles, CA, 90058", , , , ,562920,MRF, ,CA
-118.496802001492,34.222267998486,"City Fibers, Inc.","16714 Schoenborn St, North Hills, CA, 913436108",Los Angeles,(818) 895-7203, ,www.cityfibers.com,562920,MRF, ,CA
-92.2562104324147,39.014540287683,City of Columbia MRF,"5700 Peabody Road, Columbia, MO, 65202", , , , ,562920,MRF, ,MO
-92.5064658829035,35.1114961841532,City of Conway Recycling Center,"4550 US-64 , Conway, AR, 72034", , , , ,562920,MRF, ,AR
-87.6582646286302,34.8064715713787,City of Florence Recycling Center,"201 Railroad Avenue, Florence, AL, 35630", , , , ,562920,MRF, ,AL
-112.309105979423,33.5472149977215,City of Glendale Municipal Landfill and MRF,"11480 W. Glendale Avenue, Glendale, AZ, 85307", , , , ,562920,MRF, ,AZ
-87.9088540039532,43.041902991497,City of Milwaukee,"841 N Broadway, Milwaukee, WI, 53202", , , , ,562920,MRF, ,WI
-103.300401270155,44.1343761584988,City of Rapid City,"5165 N Highway 79, Rapid City, SD, 577029688", , , , ,562920,MRF, ,SD
-122.106066021186,36.9765599989224,City of Santa Cruz,"605 Dimeo Ln, Santa Cruz, CA, 950605610",Santa Cruz,(831) 420-6270, ,www.cityofsantacruz.com,562920,MRF, ,CA
-83.265941982747,33.9260900132014,Clarke Co - Athens Dunlap Road MRF,"5700 Lexington Road, Winterville, GA, 30683", , , , ,562920,MRF, ,GA
-74.482467022949,40.4762329815312,"Colgate Paper Stock Co., Inc.","12 Industrial Dr, New Brunswick, NJ, 08901", , , , ,562920,MRF, ,NJ
-84.8483510058599,32.49018500675,Columbus Recycling & Sustainability Center,"8001 Pine Grove Way, Columbus, GA, 31907", , , , ,562920,MRF, ,GA
-119.798624971788,39.5303699930806,Commercial Row Recycling MRF,"1100 E Commercial Row, Reno, NV, 89512", , , , ,562920,MRF, ,NV
-122.305168994844,37.8790919845362,"Community Conservation Center, Inc","669 Gilman St, Berkeley, CA, 947101330",Alameda,(510) 524-0113, ,www.berkeleyrecycling.org,562920,MRF, ,CA
-96.9120130301043,32.8659209994908,Community Waste Disposal,"2010 California Crossing Road, Dallas, TX, 75220", , , , ,562920,MRF, ,TX
-117.87106996303,33.8490979996739,Consolidated Volume Transporters Inc,"1131 N Blue Gum St, Anaheim, CA, 928062408",Orange,(714) 238-3301, , ,562920,MRF, ,CA
-77.5391349650636,34.7985919866704,Costal Enterprises Inc,"417 Meadowview Rd, Jacksonville, NC, 285407313", , , , ,562920,MRF, ,NC
-75.9789470378212,40.5412649831462,"Cougle's Recycling, Inc.","1000 S 4th St, Hamburg, PA, 195269208", , , , ,562920,MRF, ,PA
-89.8403230262177,44.0269950050987,County of Adams,"1420 State Road 21, Friendship, WI, 53934", , , , ,562920,MRF, ,WI
-89.3729030105159,43.4893309946589,County of Columbia,"W 7465 State Hwy 16, Pardeeville, WI, 53954", , , , ,562920,MRF, ,WI
-84.9121740017608,45.4443420169151,County of Emmet,"7363 S Pleasantview Rd, Harbor Springs, MI, 497409421", , , , ,562920,MRF, ,MI
-119.598298994637,36.3026310113738,County of Kings,"7803 Hanford Armona Rd, Hanford, CA, 932309343",Kings,(559) 583-8829, ,www.countyofkings.com,562920,MRF, ,CA
-81.8717240364624,26.6428330199061,County of Lee,"1500 Monroe St, Fort Myers, FL, 339015500",Lee, , ,www.leegov.com,562920,MRF, ,FL
-89.4084299585821,45.6476799890622,County of Oneida,"PO Box 695, Rhinelander, WI, 54501-0695", , , , ,562920,MRF, ,WI
-92.4906050378879,44.7435110177582,County of Pierce,"707 N Maple St, Ellsworth, WI, 540119039", , , , ,562920,MRF, ,WI
-90.8405539723302,43.599528001435,County of Vernon,"S3705 County Road LF, VIROQUA, WI, 54665", , , , ,562920,MRF, ,WI
-89.0667619598409,44.3506059955577,County of Waupaca,"811 Harding St, Waupaca, WI, 549812012", , , , ,562920,MRF, ,WI
-118.000879994594,33.7982289836733,CR&r Incorporated,"11292 Western Ave, Stanton, CA, 906802912",Orange,(714) 826-9049, ,www.crrwasteservices.com,562920,MRF, ,CA
-117.226754993772,33.7690670014215,CR&r Incorporated,"1706 Goetz Rd, Perris, CA, 925706274",Riverside,(951) 634-8079, ,www.crrwasteservices.com,562920,MRF, ,CA
-85.0457407519646,35.9640443635238,Cumberland County Recycling Center,"96 Maryetta St, Crossville, TN, 38555", , , , ,562920,MRF, ,TN
-82.5797530368807,35.6385529812605,"Curbside Management, Inc.","116 N Woodfin Ave, Asheville, NC, 288048818", , , , ,562920,MRF, ,NC
-72.7541180014396,41.6430340109595,"CWPM, LLC","415 Christian Ln, Berlin, CT, 06037",Hartford,(860) 828-1162, ,www.cwpm.net,562920,MRF, ,CT
-84.9555247836402,34.6469589945905,Dalton-Whitfield Solid Waste Authority Materials Recovery Facility,"4305 Old Dixie Hwy SE, Dalton, GA, 30721", , , , ,562920,MRF, ,GA
-73.8623356744176,40.9725963051298,Daniel P. Thomas Material Recovery Facility,"1 A, Stew Leonard Dr, Yonkers, NY, 10710", , , , ,562920,MRF, ,NY
-75.0466452078492,42.1617214876307,Delaware County Solid Waste Management Center,"32230 NY-10, Walton, NY, 13856", , , , ,562920,MRF, ,NY
-93.5848930075694,44.7613720152348,"Dem-Con Companies, LLC","13020 Dem Con Dr, Shakopee, MN, 553797200", , , , ,562920,MRF, ,MN
-90.7512830154743,42.5019679882108,"Dittmer Recycling, Inc.","1755 Radford Rd, Dubuque, IA, 520022532",Dubuque,(563) 583-3381, ,www.dittmerrecycling.com,562920,MRF, ,IA
-87.6554610243325,41.5733940161641,"Diversified Recycling, Inc.","17415 Ashland Ave, East Hazel Crest, IL, 604291824",Cook,(708) 798-1114, ,www.diversified-recycling.com,562920,MRF, ,IL
-118.111896961048,33.9236769890058,Downey Area Recycling and Transfer (DART),"9770 Washburn Rd, Downey, CA, 90241", , , , ,562920,MRF, ,CA
-91.9668380133652,44.8895020200356,Dunn County Transfer Station and Recycling Center,"E3900 State Road 29, Menomonie, WI, 54751", , , , ,562920,MRF, ,WI
-107.893784003283,37.2745939890272,Durango Recycling Center,"710 Tech Center Dr, Durango, CO, 81301", , , , ,562920,MRF, ,CO
-81.168777989844,37.8184226294025,E Paul Barley Regional Recycling Center,"200 Fernandez Dr, Beckley, WV, 25801", , , , ,562920,MRF, ,WV
-71.5912676563446,42.2557970240042,E.L. Harvey & Sons Inc.,"68 Hopkinton Road, Westborough, MA, 01581",Worcester,(800) 321-3002, ,www.elharvey.com,562920,MRF, ,MA
-90.0249790353817,41.1609340138551,Eagle Enterprises Recycling Inc,"510 SE Industrial Ave, Galva, IL, 614348923",Henry,(309) 932-2936, ,www.eerecycling.com,562920,MRF, ,IL
-75.6087519859936,38.3725899869449,"Eagle Recycling, LLC","510 West Rd, Salisbury, MD, 218013550", , , , ,562920,MRF, ,MD
-89.2639510097279,45.9281549816617,"Eagle Waste & Recycling, Inc.","701 Surgipath Rd, Eagle River, WI, 54521", , , , ,562920,MRF, ,WI
-85.3790109722776,40.2065599990108,East Central Recycling,"701 E Centennial Ave, Muncie, IN, 473033065",Delaware,(765) 254-5965, ,www.cairocafe.org,562920,MRF, ,IN
-117.260530962264,34.078706993758,East Valley Recycling & Transfer,"1150 & 1250 S Tippecanoe Ave, San Bernardino, CA, 92408", , , , ,562920,MRF, ,CA
-77.3511609795276,35.6534270037214,Eastern Carolina Vocational Center (ECVC),"901 Staton Road, Greenville, NC, 27834", , , , ,562920,MRF, ,NC
-70.3345270037345,43.6550014483068,Eco Maine,"64 Blueberry Rd, Portland, ME, 04102", , , , ,562920,MRF, ,ME
-87.3960120358486,30.5717659790869,ECUA Materials Recycling Facility,"13009 Beulah Rd, Cantonment, FL, 32533", , , , ,562920,MRF, ,FL
-84.5371000117329,42.7205609822276,Emterra,"1159 S Pennsylvania, Lansing, MI, 48912", , , , ,562920,MRF, ,MI
-117.098746987571,33.1233929903821,Escondido Resource Recovery,"1044 W. Washington Ave, Escondido, CA, 92025", , , , ,562920,MRF, ,CA
-93.2201050376613,44.9936159863108,Eureka Recycling,"2828 Kennedy St Northeast, Minneapolis, MN, 55413", , , , ,562920,MRF, ,MN
-122.915424016731,45.4956800003981,Far West Recycling,"6440 Southeast Alexander St, Hillsboro, OR, 97123", , , , ,562920,MRF, ,OR
-122.531965022223,45.5576019806589,"Far West Recycling, Inc.","12820 Ne Marx St, Portland, OR, 972301067", , , , ,562920,MRF, ,OR
-95.2542070277287,29.8299970104499,FCC Environmental Services,"9172 Ley Rd, Houston, TX, 77078", , , , ,562920,MRF, ,TX
-96.7119950040764,32.6852810115951,"FCC Environmental Services, LLC","5200 Simpson Stuart Rd, Dallas, TX, 75241", , , , ,562920,MRF, ,TX
-75.1050659898227,39.9141930136431,FCR Camden Inc,"2201 Mount Ephraim Ave, Camden, NJ, 081043232", , , , ,562920,MRF, ,NJ
-99.4111890249937,27.4894919933238,First Recycling Llc.,"6912 State Highway 359, Laredo, TX, 780434787", , , , ,562920,MRF, ,TX
-96.075223999133,41.2185569997963,First Star Recycling,"10330 I St Ste 300, Omaha, NE, 681271009", , , , ,562920,MRF, ,NE
-111.187912016729,45.709584995969,"Four Corners Recycling, LLC","357 Recycle Way, Bozeman, MT, 59718", , , , ,562920,MRF, ,MT
-121.990506479364,37.5106021260826,Fremont Recycling & Transfer Station,"41149 Boyce Rd, Fremont, CA, 945383199",Alameda, , ,www.fremont-recycling.com,562920,MRF, ,CA
-111.004706998824,32.2790140203568,Friedman Recycling Company,"1825 W Price St, Tucson, AZ, 857052216",Pima,(520) 696-0660, ,www.friedmanrecycling.com,562920,MRF, ,AZ
-106.630661034319,35.1319650025721,Friedman Recycling Company,"5049 Edith Blvd Ne, Albuquerque, NM, 871074126", , , , ,562920,MRF, ,NM
-112.138423021947,33.4429439964904,"Friedman Recycling of El Paso, LP","3640 W Lincoln St, Phoenix, AZ, 850095595",Maricopa,(602) 269-9324, ,www.friedmanrecycling.com,562920,MRF, ,AZ
-106.403663003074,31.8780870139032,"Friedman Recycling of El Paso, LP","5835 Wren Ave, El Paso, TX, 799246625", , , , ,562920,MRF, ,TX
-116.273405037948,43.5857530141184,"Future Enterprises, Inc.","1990 S Cole Rd, Boise, ID, 837092813",Ada,(208) 375-8580, ,www.westernrecycling.net,562920,MRF, ,ID
-123.010461471514,44.9680821946674,Garten Services Recycling and Document Destruction,"3334 Industrial Way NE, Salem, OR, 97303", , , , ,562920,MRF, ,OR
-95.4658869632825,29.65034600331,Gasmer Drive MRF,"4939 Gasmer Dr, Houston, TX, 77035", , , , ,562920,MRF, ,TX
-81.2898890307591,28.9365419973324,"Gel Recycling, Inc.","1200 S Leavitt Ave, Orange City, FL, 327637114",Volusia,(386) 775-5385, ,www.gelrecycling.com,562920,MRF, ,FL
-81.1730869585523,36.162423019373,GFL Wilkesboro,"489 Boone Trail, North Wilkesboro, NC, 28659", , , , ,562920,MRF, ,NC
-120.926130004658,37.6233560115207,Gilton Resource Recovery,"800 S McClure Rd, Modesto, CA, 95357", , , , ,562920,MRF, ,CA
-118.258896012911,34.089190994431,"Glendale Recycling Center, Inc.","1850 Glendale Blvd, Los Angeles, CA, 900261762",Los Angeles, , , ,562920,MRF, ,CA
-92.1701999999999,45.0587300000001,Glenwood City Recycling Center,"221 Water St, Glenwood City, WI, 54013", , , , ,562920,MRF, ,WI
-119.145694998626,34.2767180149802,Gold Coast Recycling Ctr Inc.,"1895 Lirio Ave, Ventura, CA, 930043221",Ventura,(805) 659-2006, , ,562920,MRF, ,CA
-117.923860027419,34.0021300101664,"Grand Central Recycling & Transfer Station, Inc.","17445 Railroad St, City of Industry, CA, 917481026",Los Angeles,(626) 855-5538, , ,562920,MRF, ,CA
-91.2246860336627,43.8623259793327,Green Circle Recycling LLC,"2850 Larson St, La Crosse, WI, 546031829", , , , ,562920,MRF, ,WI
-96.714920958837,40.8089289911132,Green Quest Recycling,"440 J St, Lincoln, NE, 685082932", , , , ,562920,MRF, ,NE
-75.4848569796815,40.6903859976169,"Greenstar Allentown, LLC","799 Smith Ln, Northampton, PA, 180671500", , , , ,562920,MRF, ,PA
-81.472403966576,41.0322389849612,"Greenstar Mid-America, LLC","1535 Exeter Rd, Akron, OH, 443063889", , , , ,562920,MRF, ,OH
-98.3816120300356,29.4216520196859,"Greenstar Mid-America, LLC","5610 FM 1346, San Antonio, TX, 782201906", , , , ,562920,MRF, ,TX
-80.1165690180457,40.5103669830182,"Greenstar Pittsburgh, LLC","4100 Grand Ave, Pittsburgh, PA, 152251516", , , , ,562920,MRF, ,PA
-95.5690080093075,29.7916010207458,"Greenstar Recycling, LLC","1200 Brittmoore Rd, Houston, TX, 770434000", , , , ,562920,MRF, ,TX
-86.2551289825956,41.6459260190121,"GreenTech Transfer & Recycling, LLC","2500 Green Tech Drive, South Bend, IN, 46613", , , , ,562920,MRF, ,IN
-121.897326960181,37.3682169976497,Greenwaste Recovery,"610 E Gish Rd, San Jose, CA, 95112", , , , ,562920,MRF, ,CA
-82.0743840383712,34.1943480047372,Greenwood County Recycling Center,"1119 Siloam Church Rd, Greenwood, SC, 29646", , , , ,562920,MRF, ,SC
-70.9799814089108,42.5535626674787,"Greenworks Park, LLC","265 Newbury St, Peabody, MA, 01960",Essex, , ,www.greenworksrecycles.com,562920,MRF, ,MA
-87.9400271127313,42.0010751332165,Groot Industries,"1759 Elmhurst Rd, Elk Grove Village, IL, 60007-5924", , , , ,562920,MRF, ,IL
-95.2657820169188,39.0514099826345,HAMM Material Recovery Facility,"16984 3rd St, Lawrence, KS, 66044", , , , ,562920,MRF, ,KS
-71.8556799887939,42.5667447189647,"Harvey Recycling of Fitchburg, LLC","50 Arbor Way, Fitchburg, MA, 01420",Worcester,(978) 342-2200, ,www.elharvey.com,562920,MRF, ,MA
-120.47813898906,34.9198220087774,Health Sanitation Service Recycling Center,"1850 W. Betteravia Road, Santa Maria, CA, 93455", , , , ,562920,MRF, ,CA
-87.776759987593,41.8074340195431,Heartland Recycling LLC,"6201 Canal Bank Rd, Forest View, IL, 604024513",Cook,(708) 458-4300, ,www.lrsrecycles.com,562920,MRF, ,IL
-79.9127829912644,35.9467859873301,High Point MRF,"5875 Riverdale Dr, Jamestown, NC, 272829239", , , , ,562920,MRF, ,NC
-91.246527010224,43.9211780037364,Hilltopper Refuse & Recycling Service Inc,"W6833 Industrial Blvd, Onalaska, WI, 54650", , , , ,562920,MRF, ,WI
-78.904844969001,33.8120519992952,Horry County MRF,"511 Three R Drive, Conway, SC, 29526", , , , ,562920,MRF, ,SC
-105.251750035794,38.4108499802701,Howard Disposal and Recycling,"2100 Forge Road, Canon City, CO, 81212", , , , ,562920,MRF, ,CO
-73.9451339719561,41.5154787532592,Hudson Baylar Beacon LLC,"508 Fishkill Ave, Beacon, NY, 125081255", , , , ,562920,MRF, ,NY
-87.6628360094795,41.848542979848,"Independent Recycling Services, Inc.","2401 S Laflin St, Chicago, IL, 606085005",Cook,(727) 573-9150, ,www.recyclingservicesofflorida.com,562920,MRF, ,IL
-95.3585690145188,29.8204719833195,"Independent Texas Recyclers, LLC","6810 Irvington Blvd, Houston, TX, 770226321", , , , ,562920,MRF, ,TX
-80.8417978628588,35.5865276363691,Iredell County Transfer Station,"158 Macleod Dr, Mooresville, NC, 28117", , , , ,562920,MRF, ,NC
-73.0837825567486,40.7784895135971,Islip Recycle Center,"1155 Lincoln Ave, Bohemia, NY, 11716", , , , ,562920,MRF, ,NY
-76.6102370324592,40.9613849972195,Jaws Recycling,"531 Railroad St, Danville, PA, 178211642", , , , ,562920,MRF, ,PA
-88.7269470322537,42.8553149955605,JOHNS DISPOSAL SERVICE INC - WHITEWATER,"107 County Rd U, Whitewater, WI, 53190", , , , ,562920,MRF, ,WI
-88.0715360157525,42.8191179981545,Johns Recycling Inc,"7311 Omega Cir, Franksville, WI, 531269160", , , , ,562920,MRF, ,WI
-122.565133973288,45.4098439893731,Kahut Waste Services LLC,"9602 SE Clackamas Rd, Clackamas, OR, 970159731", , , , ,562920,MRF, ,OR
-94.3707361857471,38.699775938344,Kansas City MRF,"19212 E 231st St, Harrisonville, MO, 64701", , , , ,562920,MRF, ,MO
-85.6920120239686,42.9570790114612,Kent County Recycling and Education Center,"977 Wealthy St SW, Grand Rapids, MI, 49503", , , , ,562920,MRF, ,MI
-81.4737599908718,41.3008139800751,Kimble Twinsburg Recycling Center & Transfer Station,"8500 Chamberlin Rd, Twinsburg, OH, 44087", , , , ,562920,MRF, ,OH
-87.7000519948546,41.8340929978685,"Lakeshore Recycling Systems, LLC","3152 S California Ave, Chicago, IL, 606085112",Cook, , ,www.lrsrecycles.com,562920,MRF, ,IL
-84.5164760036936,38.05696799795,LFUCG Regional Recycling Facility,"360 Thompson Rd, Lexington, KY, 40508", , , , ,562920,MRF, ,KY
-76.9186589666263,41.1515870183481,Lycoming County Recycling Center,"447 Alexander Drive, Montgomery, PA, 17752", , , , ,562920,MRF, ,PA
-89.4064519970708,43.0417900034421,Madison Recycling Center,"2200 Fish Hatchery Rd, Madison, WI, 53713", , , , ,562920,MRF, ,WI
-87.7138229588576,44.1338110035908,Manitowoc County Recycling,"3000 Basswood Rd, Manitowoc, WI, 542208759", , , , ,562920,MRF, ,WI
-94.1016851990026,36.3681579643713,"Marck Industries, Inc.","3507 N Arkansas St, Rogers, AR, 727569856",Benton,(479) 636-2346, ,www.marck.net,562920,MRF, ,AR
